file,offset,budget,pinned,japanese,english
06188.sfm,0x28CD,12,,デスティニー,Destiny
06188.sfm,0x28DA,10,,エターニア,Eternia
06188.sfm,0x28E5,14,,デスティニー２,Destiny 2
06188.sfm,0x28F4,20,,なりきりダンジョン２,Narikiri Dungeon 2
06188.sfm,0x2909,35,,"ん～正解ね！！
物知りだといえるかも","Mmm, correct!!
You might just be a know-it-all."
06188.sfm,0x292D,23,,"不正解！！
昔からあるわ","Wrong!!
It's been there since the beginning."
06188.sfm,0x2945,41,,"ブッブ～！！
これがなかったら大変じゃない","Bzzt!!
We'd be in trouble without it."
06188.sfm,0x296F,23,,"ハズレ！！
あるらしいわ","Wrong!!
It's in there, I hear."
06188.sfm,0x2987,33,,"ブッブ～！！
使ったことないの！？","Bzzt!!
You've never used one!?"
06188.sfm,0x29A9,30,,"残念！！
ハズレ！！
あるのよね","Too bad!!
Wrong!!
It's in there."
06188.sfm,0x29C8,19,,"ブ～！！
時間切れ～","Bzzt!!
Time's up~"
06188.sfm,0x29DC,83,,"テイルズオブファンタジア
なりきりダンジョンで
メルとディオの暮らしている
家はなに？","In Tales of Phantasia
Narikiri Dungeon, what's the
house Mel and Dio
live in?"
06188.sfm,0x2A30,14,,なりきりハウス,Narikiri House
06188.sfm,0x2A3F,14,,はりきりハウス,Harikiri House
06188.sfm,0x2A4E,14,,すりきりハウス,Surikiri House
06188.sfm,0x2A5D,14,,かまきりハウス,Mantis House
06188.sfm,0x2A6C,14,,ぴんきりハウス,Pinkiri House
06188.sfm,0x2A7B,14,,かんきりハウス,Can-Opener House
06188.sfm,0x2A8A,14,,つめきりハウス,Nail-Clipper House
06188.sfm,0x2A99,8,,家は無い,They have no house
06188.sfm,0x2AA2,33,,"ん～正解ね!!
そんなハウスだったわ","Mmm, correct!!
That was the house."
06188.sfm,0x2AC4,27,,"ブッブ～!!
はりきってもねぇ","Bzzt!!
Trying hard won't help."
06188.sfm,0x2AE0,25,,"ブ～!!
なんか嫌な感じだし","Bzzt!!
That sounds unpleasant somehow."
06188.sfm,0x2AFA,43,,"ハズレ！！
かまきりのわけがないじゃない！！","Wrong!!
As if it'd be a mantis!!"
06188.sfm,0x2B26,23,,"ハズレ！！
ぴんきりって","Wrong!!
'Pinkiri', really."
06188.sfm,0x2B3E,33,,"不正解！！
明らかにおかしいでしょ","Wrong!!
That's clearly off."
06188.sfm,0x2B60,31,,"ブ～！！
つめきりはないでしょう","Bzzt!!
No nail clippers here."
06188.sfm,0x2B80,40,,"ブッブ～!!
ハズレ～
家無しはまずいでしょ","Bzzt!!
Wrong~
No house would be a problem."
06188.sfm,0x2BA9,74,,"テイルズオブファンタジア
なりきりダンジョンで
なりきれないのは次のうち誰？","In Tales of Phantasia
Narikiri Dungeon, which of these
can you NOT dress up as?"
06188.sfm,0x2BF4,10,,トリスタン,Tristan
06188.sfm,0x2BFF,6,,ミント,Mint
06188.sfm,0x2C06,10,,チェスター,Chester
06188.sfm,0x2C11,8,,アーチェ,Arche
06188.sfm,0x2C1A,8,,クラース,Klarth
06188.sfm,0x2C23,4,,すず,Suzu
06188.sfm,0x2C28,8,,モリスン,Morrison
06188.sfm,0x2C31,21,,"正解!!
誰だかわかる？","Correct!!
Do you know who that is?"
06188.sfm,0x2C47,23,,"ハズレ！！
主人公よ！？","Wrong!!
He's the hero!?"
06188.sfm,0x2C5F,25,,"ハズレ！！
ヒロインよ！？","Wrong!!
She's the heroine!?"
06188.sfm,0x2C79,27,,"ハズレ～！！
地味目だけどね","Wrong~!!
He's a bit plain, though."
06188.sfm,0x2C95,41,,"ハズレ！！
ちゃんとほうきにも乗ってたわね","Wrong!!
She even rode a broom properly."
06188.sfm,0x2CBF,33,,"ハズレ！！
なんか色々呼びまくりよ","Wrong!!
He summons all sorts of things."
06188.sfm,0x2CE1,35,,"残念でした
にんにんって感じだったわ","Too bad.
Very ninja-like, it was."
06188.sfm,0x2D05,35,,"不正解！！
まぁ気持ちはわかるけどね","Wrong!!
Well, I see where you're coming from."
06188.sfm,0x2D29,8,,マッピー,Mappy
06188.sfm,0x2D32,8,,サンドラ,Sandra
06188.sfm,0x2D3B,6,,ダオス,Dhaos
06188.sfm,0x2D42,8,,へいはち,Heihachi
06188.sfm,0x2D4B,8,,かげきよ,Kagekiyo
06188.sfm,0x2D54,12,,ながせれいこ,Reiko Nagase
06188.sfm,0x2D61,8,,バキュラ,Bacura
06188.sfm,0x2D6A,4,,ギル,Gil
06188.sfm,0x2D6F,8,,正解ね!!,Correct!!
06188.sfm,0x2D78,39,,"不正解！！
ワルキューレにもなれるのよね","Wrong!!
You can even become Valkyrie."
06188.sfm,0x2DA0,35,,"ハズレ!!
ちゃんとダオスになってたわ","Wrong!!
You could properly become Dhaos."
06188.sfm,0x2DC4,39,,"ブッブ～！！
ちゃんとムキムキしてたわよ","Bzzt!!
He was properly muscular."
06188.sfm,0x2DEC,27,,"ハズレ！！
かげきよってたわ","Wrong!!
Very Kagekiyo, it was."
06188.sfm,0x2E08,32,,"ブ～！！
不正解
なりきりまくりよ","Bzzt!!
Wrong.
You could totally dress up as her."
06188.sfm,0x2E29,33,,"残念でした
ちゃんと鉄板ぽかったわ","Too bad.
It was properly plate-like."
06188.sfm,0x2E4B,25,,"残念でした
なってたわよ？","Too bad.
You could become him, you know?"
06188.sfm,0x2E65,10,,バンパイア,Vampire
06188.sfm,0x2E70,8,,バグベア,Bugbear
06188.sfm,0x2E79,14,,ドラゴンナイト,Dragon Knight
06188.sfm,0x2E88,10,,バジリスク,Basilisk
06188.sfm,0x2E93,10,,ダークアイ,Dark Eye
06188.sfm,0x2E9E,8,,しにがみ,Reaper
06188.sfm,0x2EA7,4,,かに,Crab
06188.sfm,0x2EAC,27,,"あんたやるじゃない!!
正解!!","Not bad at all!!
Correct!!"
06188.sfm,0x2EC8,33,,"残念でした
こんぼう持って大暴れよ","Too bad.
It rampages around with a club."
06188.sfm,0x2EEA,35,,"ブッブ～！！
きちんとなりきってたわ","Bzzt!!
You could properly dress up as that."
06188.sfm,0x2F0E,66,,"ハズレ！！
なりきってると言うか食べられてる
ようにも見えたけど････","Wrong!!
Though it looked less like dressing
up and more like being eaten..."
06188.sfm,0x2F51,45,,"残念ハズレ！！
コミカルになりきりまくりよ！！","Too bad, wrong!!
It's a hilarious costume!!"
06188.sfm,0x2F7F,21,,"ブッブ～！！
ハズレ～","Bzzt!!
Wrong~"
06188.sfm,0x2F95,42,,"残念ハズレ！！
かににもなってたわ
かに････","Too bad, wrong!!
You could even become a crab.
A crab..."
06188.sfm,0x2FC0,39,,"残念でした
ちゃんとあたまとんがってたわ","Too bad.
Its head was properly pointy."
06188.sfm,0x2FE8,110,,"テイルズオブファンタジア なりきりダンジョンで
ＨＰを一番多く回復させる事ができる
グミはゴールドグミ
では次は？","In Tales of Phantasia Narikiri Dungeon,
the gummy that restores the most HP
is the Gold Gummy. Which one
comes next?"
06188.sfm,0x3057,12,,ホワイトグミ,White Gummy
06188.sfm,0x3064,12,,イエローグミ,Yellow Gummy
06188.sfm,0x3071,12,,シルバーグミ,Silver Gummy
06188.sfm,0x307E,10,,レッドグミ,Red Gummy
06188.sfm,0x3089,10,,ピンクグミ,Pink Gummy
06188.sfm,0x3094,10,,ブルーグミ,Blue Gummy
06188.sfm,0x309F,12,,グリーングミ,Green Gummy
06188.sfm,0x30AC,12,,ブラックグミ,Black Gummy
06188.sfm,0x30B9,47,,"ホワイトグミ正解！！
いかにもそれっぽいでしょ？","White Gummy, correct!!
Sounds about right, doesn't it?"
06188.sfm,0x30E9,19,,"ブ～！！
ハズレ！！","Bzzt!!
Wrong!!"
06188.sfm,0x30FD,39,,"ハズレ！！
気持ちはわかる気もするけどね","Wrong!!
I can see why you'd think so, though."
06188.sfm,0x3125,29,,"ハズレ！！
なんか辛そうだしね","Wrong!!
Sounds kind of spicy."
06188.sfm,0x3143,14,,残念ハズレ！！,"Too bad, wrong!!"
06188.sfm,0x3152,10,,不正解！！,Wrong!!
06188.sfm,0x315D,12,,ブッブ～！！,Bzzt!!
06188.sfm,0x316A,60,,"不正解！！
黒いのなんて何が入ってるか
わかったもんじゃないわ","Wrong!!
Who knows what's in
a black one."
06188.sfm,0x31A7,110,,"テイルズオブファンタジア なりきりダンジョンで
ＴＰを一番多く回復させる事ができる
グミはシルバーグミ
では次は？","In Tales of Phantasia Narikiri Dungeon,
the gummy that restores the most TP
is the Silver Gummy. Which one
comes next?"
06188.sfm,0x3216,12,,ゴールドグミ,Gold Gummy
06188.sfm,0x3223,12,,パープルグミ,Purple Gummy
06188.sfm,0x3230,60,,"ブラックグミ正解！！
黒ってのがちょっと
あやしそうだけど････","Black Gummy, correct!!
Black does seem a bit
suspicious, though..."
06188.sfm,0x326D,39,,"ハズレ！！
こっちの方が豪華そうじゃない","Wrong!!
That one sounds fancier, doesn't it?"
06188.sfm,0x3295,23,,"不正解！！
惜しい感じね","Wrong!!
Close, though."
06188.sfm,0x32AD,85,,"テイルズオブザワールド
なりきりダンジョン２で
主人公たちの暮らしている
建物はなんだ？","In Tales of the World
Narikiri Dungeon 2, what's the
building the heroes
live in?"
06188.sfm,0x3303,12,,レグニア教会,Regnia Church
06188.sfm,0x3310,8,,村長の家,The chief's house
06188.sfm,0x3319,12,,ポルポル工房,Porpor Workshop
06188.sfm,0x3326,12,,アナスイ通り,Anasui Street
06188.sfm,0x3333,12,,レグニア通り,Regnia Street
06188.sfm,0x3340,6,,路地裏,A back alley
06188.sfm,0x3347,10,,大樹の神殿,Temple of the Great Tree
06188.sfm,0x3352,40,,"正解！！
両親をなくして
教会で育ったのよ","Correct!!
They lost their parents and
were raised at the church."
06188.sfm,0x337B,38,,"不正解！！
なりきりハウスは
ちがうわね","Wrong!!
Not the Narikiri House
this time."
06188.sfm,0x33A2,33,,"不正解！！
村長の家にはいないわね","Wrong!!
They're not at the chief's house."
06188.sfm,0x33C4,56,,"ブ～！！
ここはお手伝いをしているだけね
住んではいないわ","Bzzt!!
They only help out there.
They don't live there."
06188.sfm,0x33FD,31,,"ブッブ～！！
路上じゃないの！！","Bzzt!!
Not on the street!!"
06188.sfm,0x341D,27,,"ハズレ！！
路上はダメよ！！","Wrong!!
The street is no good!!"
06188.sfm,0x3439,19,,"ハズレ！！
危険だわ","Wrong!!
That's dangerous."
06188.sfm,0x344D,39,,"不正解！！
でも良いところかもしれないわ","Wrong!!
Though it might be a nice place."
06188.sfm,0x3475,66,,"テイルズオブザワールド
なりきりダンジョン２
主人公はフリオとだれ？","In Tales of the World
Narikiri Dungeon 2, the heroes
are Frio and who?"
06188.sfm,0x34B8,6,,キャロ,Caro
06188.sfm,0x34BF,6,,チャロ,Charo
06188.sfm,0x34C6,6,,チョロ,Choro
06188.sfm,0x34CD,6,,キョロ,Kyoro
06188.sfm,0x34D4,6,,キュロ,Kyuro
06188.sfm,0x34DB,6,,チェロ,Cello
06188.sfm,0x34E2,6,,シェロ,Shero
06188.sfm,0x34E9,6,,シャロ,Sharo
06188.sfm,0x34F0,33,,"正解！！
フリオ君とキャロちゃんね","Correct!!
Frio and Caro."
06188.sfm,0x3512,15,,"ブ～！！
ハズレ","Bzzt!!
Wrong."
06188.sfm,0x3522,31,,"ハズレ！！
そんな名前じゃないわ","Wrong!!
That's not her name."
06188.sfm,0x3542,19,,"ハズレ！！
近いけど","Wrong!!
Close, though."
06188.sfm,0x3556,23,,"ブッブ～！！
惜しい！！","Bzzt!!
So close!!"
06188.sfm,0x356E,31,,"ハズレ！！
楽器じゃないんだから","Wrong!!
She's not an instrument."
06188.sfm,0x358E,23,,"ハズレ！！
大分ちがうわ","Wrong!!
Way off."
06188.sfm,0x35A6,31,,"不正解！！
少し近い気もするけど","Wrong!!
A little close, maybe."
06188.sfm,0x35C6,106,,"テイルズオブザワールド
なりきりダンジョン２の
とうぞくなどになりきると使える
敵にあいにくくなる特技はなに?","In Tales of the World Narikiri
Dungeon 2, what's the skill you get as
a thief and such that makes
enemies harder to run into?"
06188.sfm,0x3631,10,,かくれみの,Concealment
06188.sfm,0x363C,10,,しのびあし,Sneak
06188.sfm,0x3647,8,,ぬきあし,Tiptoe
06188.sfm,0x3650,10,,けむりだま,Smoke Bomb
06188.sfm,0x365B,41,,"正解！！
かくれて見つかりにくくなるのよね","Correct!!
You hide and become
harder to find."
06188.sfm,0x3685,50,,"ブッブ～！！
しのんでも見つからないとは
思うけどね","Bzzt!!
Though sneaking might keep
you from being found too."
06188.sfm,0x36B8,52,,"ハズレ！！
ぬきあしさしあししのびあし
って言うけどね","Wrong!!
There's the saying 'tiptoe,
soft step, sneak', but no."
06188.sfm,0x36ED,35,,"ブ～！！
それは逃げるときじゃないの","Bzzt!!
That's for running away, isn't it?"
06188.sfm,0x3711,115,,"テイルズオブザワールド
なりきりダンジョン２で
主人公達のくらす街、レグニア
美人に弱い道具屋のおじさんの名前はなに？","In Tales of the World Narikiri
Dungeon 2, in Regnia, the heroes' home
town, what's the name of the item
shop owner with a weakness for beauties?"
06188.sfm,0x3785,10,,フンダクル,Fundakul
06188.sfm,0x3790,10,,ボッタクル,Bottakul
06188.sfm,0x379B,10,,フンジバル,Funjibal
06188.sfm,0x37A6,10,,ヒッタクル,Hittakul
06188.sfm,0x37B1,29,,"正解！！
メガネのヒゲおやじね","Correct!!
The bearded old guy with glasses."
06188.sfm,0x37CF,35,,"ブッブ～！！
ぼったくりはごめんだわ","Bzzt!!
No rip-offs, thank you."
06188.sfm,0x37F3,33,,"ブ～！！
おいはぎじゃないんだから","Bzzt!!
He's not a highway robber."
06188.sfm,0x3815,33,,"ハズレ！！
ひったくっちゃまずいわ","Wrong!!
Snatching would be bad."
06188.sfm,0x3837,82,,"テイルズオブザワールド
なりきりダンジョン２で
主人公フリオが働く工房の親方はだれ？","In Tales of the World Narikiri
Dungeon 2, who is the master of the
workshop where the hero Frio works?"
06188.sfm,0x388A,8,,ポルポル,Porpor
06188.sfm,0x3893,8,,パルパル,Parpar
06188.sfm,0x389C,8,,ホルホル,Horhor
06188.sfm,0x38A5,8,,グルグル,Gurguru
06188.sfm,0x38AE,8,,プルプル,Purupuru
06188.sfm,0x38B7,8,,ペルペル,Perper
06188.sfm,0x38C0,8,,テルテル,Terteru
06188.sfm,0x38C9,8,,ダルダル,Darudaru
06188.sfm,0x38D2,37,,"正解！！
ポルポル工房のポルポルさんよ","Correct!!
Porpor of the Porpor Workshop."
06188.sfm,0x38F8,54,,"ブッブ～！！
パルパルなんてかわいげな
名前じゃぁないわ","Bzzt!!
He's not cute enough for
a name like Parpar."
06188.sfm,0x392F,33,,"不正解！！
惜しい感じもするけれど","Wrong!!
Sort of close, though."
06188.sfm,0x3951,29,,"ブッブ～！！
回ってどうするの","Bzzt!!
What's he spinning for?"
06188.sfm,0x396F,31,,"ブ～！！
ゼリーじゃないんだから","Bzzt!!
He's not a jelly."
06188.sfm,0x398F,29,,"ブッブ～！！
なんか犬っぽいし","Bzzt!!
Sounds kind of like a dog."
06188.sfm,0x39AD,31,,"ハズレ！！
テルテル坊主じゃない","Wrong!!
He's not a teru teru bozu."
06188.sfm,0x39CD,29,,"ハズレ！！
やる気なさそうだし","Wrong!!
Sounds like a slacker."
06188.sfm,0x39EB,99,,"テイルズオブザワールド
なりきりダンジョン２で
カフェベックにいるシェフベックが
目指しているものは？","In Tales of the World Narikiri
Dungeon 2, what does Chef Beck
at Cafe Beck aspire to be?"
06188.sfm,0x3A4F,14,,ワンダーシェフ,Wonder Chef
06188.sfm,0x3A5E,14,,あじしょうぐん,Flavor Shogun
06188.sfm,0x3A6D,20,,ねこ好きのおじいさん,A cat-loving old man
06188.sfm,0x3A82,14,,しあわせな家庭,A happy family
06188.sfm,0x3A91,39,,"正解！！
ワンダーなシェフになりたいのよ","Correct!!
He wants to be a chef of wonder."
06188.sfm,0x3AB9,31,,"ブッブ～！！
あじしょうぐんって","Bzzt!!
'Flavor Shogun', really."
06188.sfm,0x3AD9,50,,"ブ～！！
ひそかになりたがってるかも
しれないけどね","Bzzt!!
Though he might secretly
want to be one."
06188.sfm,0x3B0C,43,,"不正解！！
まぁ目指しているかもしれないけど","Wrong!!
Well, he might be aiming
for that too."
06188.sfm,0x3B38,59,,"レグニアの平和を守る三騎士
レオニス、メンデル、あと一人は？","The three knights who protect the
peace of Regnia: Leonis, Mendel,
and who else?"
06188.sfm,0x3B74,8,,グライド,Glide
06188.sfm,0x3B7D,8,,ダライド,Dlide
06188.sfm,0x3B86,8,,グランド,Gland
06188.sfm,0x3B8F,8,,グレイド,Gleid
06188.sfm,0x3B98,8,,グワイド,Gwide
06188.sfm,0x3BA1,8,,ブライド,Blide
06188.sfm,0x3BAA,8,,ブランド,Bland
06188.sfm,0x3BB3,8,,ダランド,Dland
06188.sfm,0x3BBC,37,,"正解！！
よく選びまちがえなかったわね","Correct!!
Good job not picking the wrong one."
06188.sfm,0x3BE2,25,,"ブブ～！！
ひっかかった？","Bzzt!!
Fell for it?"
06188.sfm,0x3BFC,29,,"ブ～！！
どれも近いんだけどね","Bzzt!!
They're all close, though."
06188.sfm,0x3C1A,27,,"ハズレ！！
ひびきは近いかも","Wrong!!
Sounds close, maybe."
06188.sfm,0x3C36,31,,"ハズレ！！
発音しにくいじゃない","Wrong!!
That's hard to pronounce."
06188.sfm,0x3C56,27,,"ブ～！！
一画たりてない！！","Bzzt!!
One letter short!!"
06188.sfm,0x3C72,43,,"ブッブ～！！
この中では大分はなれてるほうよ","Bzzt!!
That one's pretty far off
compared to the rest."
06188.sfm,0x3C9E,23,,ハズレ！！n結構ちがうわ,"Wrong!!
Quite different."
06188.sfm,0x3CB6,47,,"サービス問題よ
この中で一番プリティなのはだれ？","A freebie question.
Who here is the prettiest?"
06188.sfm,0x3CF6,29,,"正解！！
わかってるじゃないの","Correct!!
You do understand, don't you."
06188.sfm,0x3D14,27,,"ブ～！！
すなおになりなさい","Bzzt!!
Be honest with yourself."
06188.sfm,0x3D30,21,,"ブッブ～！！
ハズレね","Bzzt!!
Wrong."
06188.sfm,0x3D46,27,,"ブブブ～！！
ちがうでしょ？","Bzzzt!!
That's not it, is it?"
06188.sfm,0x3D62,29,,"ブ～！！
なんでまちがえるの？","Bzzt!!
How could you get that wrong?"
06188.sfm,0x3D80,33,,"ブッブ～！！
わかってるんでしょ？","Bzzt!!
You know the answer, don't you?"
06188.sfm,0x3DA2,21,,"ブブブ～！！
ハズレよ","Bzzzt!!
Wrong."
06188.sfm,0x3DB8,25,,"ブブ～！！
かんたんなのに","Bzzt!!
It's so easy, too."
06188.sfm,0x3DD2,33,,"この中で一番大きいのは誰？
身長ね","Who here is the biggest?
In height, I mean."
06188.sfm,0x3E04,35,,"正解！！
一番大きいのはウッドロウね","Correct!!
The tallest is Garr."
06188.sfm,0x3E28,33,,"ブブ～！！
クレスは下から２番目ね","Bzzt!!
Cress is second from the bottom."
06188.sfm,0x3E4A,31,,"ハズレ！！
まんなかくらいでした","Wrong!!
He was about in the middle."
06188.sfm,0x3E6A,41,,"ブブ～！！
いい線いってるけど第３位でした","Bzzt!!
Good guess, but he came third."
06188.sfm,0x3E94,39,,"ハズレ！！
そんなに大きな方ではないわね","Wrong!!
He's not all that tall."
06188.sfm,0x3EBC,47,,"ブッブ～！！
下から数えた方が早いくらいの位置よ","Bzzt!!
He's closer to the bottom
of the list than the top."
06188.sfm,0x3EEC,32,,"ブ～！！
惜しい！！
次席だったわ","Bzzt!!
Close!!
He was the runner-up."
06188.sfm,0x3F0D,49,,"ハズレ！！
あら、この中だと<Kyle>が
一番小さいのね","Wrong!!
Oh my, among these, <Kyle>
is the shortest."
06188.sfm,0x3F3F,101,,"テイルズオブザワールド
なりきりダンジョン２
商人の特技「ちくざい」は
歩くごとに何ガルドのお金が入る？","In Tales of the World Narikiri
Dungeon 2, the merchant skill 'Savings'
earns you how much Gald
per step?"
06188.sfm,0x3FA5,10,,３０ガルド,30 Gald
06188.sfm,0x3FB0,12,,１００ガルド,100 Gald
06188.sfm,0x3FBD,10,,６０ガルド,60 Gald
06188.sfm,0x3FC8,10,,１０ガルド,10 Gald
06188.sfm,0x3FD3,56,,"正解ね！！
歩いただけでお金が手に入るなら
世の中楽よねぇ","Correct!!
If just walking earned you money,
life would be easy."
06188.sfm,0x400C,39,,"ブブ～！！
世の中そんなに甘くはないのよ","Bzzt!!
Life isn't that easy."
06188.sfm,0x4034,33,,"ハズレ～！！
ちょっともらいすぎね","Wrong~!!
That's a bit too much."
06188.sfm,0x4056,37,,"ブ～！！
もう少しくれても良いと思うわ","Bzzt!!
They could afford to give a bit more."
06188.sfm,0x407C,103,,"テイルズオブザワールド
なりきりダンジョン２
世界中を守る三女神の内の一人
やさしそうなお姉さんの名前は？","In Tales of the World Narikiri
Dungeon 2, what's the name of the
kind-looking lady among the three
goddesses who protect the world?"
06188.sfm,0x40E4,6,,エイダ,Eida
06188.sfm,0x40EB,6,,エビダ,Ebida
06188.sfm,0x40F2,6,,エンダ,Enda
06188.sfm,0x40F9,6,,エムダ,Emda
06188.sfm,0x4100,6,,エリダ,Erida
06188.sfm,0x4107,6,,エルダ,Eruda
06188.sfm,0x410E,6,,エウダ,Euda
06188.sfm,0x4115,6,,エスダ,Esuda
06188.sfm,0x411C,50,,"正解ね！！
エイダとステラと
････あとはだれだっけ？","Correct!!
Eida and Stella and...
who was the other one?"
06188.sfm,0x414F,27,,"ブブ～！！
エビじゃないのよ","Bzzt!!
She's not a shrimp."
06188.sfm,0x416B,29,,"ブ～！！
ちょっと言いにくいし","Bzzt!!
A bit hard to say."
06188.sfm,0x4189,25,,"ハズレ！！
言いにくいわよ","Wrong!!
Hard to say."
06188.sfm,0x41A3,33,,"ハズレ！！
ありそうな気もするけど","Wrong!!
Sounds plausible, though."
06188.sfm,0x41C5,19,,"ブブブ！！
ハズレね","Bzzzt!!
Wrong."
06188.sfm,0x41D9,27,,"ブ～！！
エウダじゃないわね","Bzzt!!
Not Euda."
06188.sfm,0x41F5,10,,ブブ～！！,Bzzt!!
06188.sfm,0x4200,89,,"テイルズオブザワールド
なりきりダンジョン２で
主人公たちが女神から
さずかったちからは何？","In Tales of the World Narikiri
Dungeon 2, what power did the
heroes receive from
the goddess?"
06188.sfm,0x425A,16,,なりきれるちから,Power to Become
06188.sfm,0x426B,16,,はりきれるちから,Power to Try Hard
06188.sfm,0x427C,16,,はちきれるちから,Power to Burst
06188.sfm,0x428D,16,,のりきれるちから,Power to Get Through
06188.sfm,0x429E,16,,かみきれるちから,Power to Bite Through
06188.sfm,0x42AF,16,,ねじきれるちから,Power to Twist Off
06188.sfm,0x42C0,16,,うりきれるちから,Power to Sell Out
06188.sfm,0x42D1,16,,やりきれるちから,Power to See It Through
06188.sfm,0x42E2,33,,"正解ね！！
って間違えようがないか","Correct!!
Not that you could get this wrong."
06188.sfm,0x4304,45,,"不正解！！
はりきることも大事ではあるけれども","Wrong!!
Trying hard is important too, but still."
06188.sfm,0x4332,31,,"ブッブ～！！
はちきれないで！！","Bzzt!!
Don't burst!!"
06188.sfm,0x4352,48,,"ブ～！！
他人にたよらず自分で
のりきらないと！！","Bzzt!!
You have to get through things
yourself, not rely on others!!"
06188.sfm,0x4383,60,,"ブ～！！
こんなちからあたえてくれる
女神っていたら嫌じゃない","Bzzt!!
Who'd want a goddess that
grants a power like that?"
06188.sfm,0x43C0,44,,"ハズレ！！
ねじきったりの意味が
わからないし","Wrong!!
I don't even know what
'twisting off' means."
06188.sfm,0x43ED,54,,"ブブ～！！
うりきれるちからが欲しい人も
いるだろうけど","Bzzt!!
Some people might want the
power to sell out, but no."
06188.sfm,0x4424,33,,"ブッブ～！！
やりきるのは自分でね","Bzzt!!
Seeing it through is on you."
06188.sfm,0x4446,74,,"テイルズオブザワールド
なりきりダンジョン２で
友達と交換ができるのはどれ？","In Tales of the World Narikiri
Dungeon 2, which of these can you
trade with friends?"
06188.sfm,0x4491,4,,ふく,Clothes
06188.sfm,0x4496,10,,ゆうじょう,Friendship
06188.sfm,0x44A1,6,,めいし,Business cards
06188.sfm,0x44A8,12,,キャラクター,Characters
06188.sfm,0x44B5,58,,"正解！！
でもなんであたしはこんなこと
知ってるのかしら････","Correct!!
But why do I even know
something like this..."
06188.sfm,0x44F0,39,,"ブブ～！！
交換するようなものじゃないし","Bzzt!!
That's not something you trade."
06188.sfm,0x4518,27,,"不正解！！
関係ないじゃない","Wrong!!
That has nothing to do with it."
06188.sfm,0x4534,21,,"ハズレ！！
惜しいけど","Wrong!!
Close, though."
06188.sfm,0x454A,101,,"テイルズオブザワールド
なりきりダンジョン２で
ドクター系の服、おとこのこはドクター
ではおんなのこは？","In Tales of the World Narikiri
Dungeon 2, the doctor outfit for boys
is 'Doctor'. What is it
for girls?"
06188.sfm,0x45B0,6,,ナース,Nurse
06188.sfm,0x45B7,4,,ナス,Nurs
06188.sfm,0x45BC,8,,ドクター,Doctor
06188.sfm,0x45C5,4,,ない,There isn't one
06188.sfm,0x45CA,21,,"正解！！
看護するのよ","Correct!!
She does the nursing."
06188.sfm,0x45E0,23,,"ハズレ！！
ナスって････","Wrong!!
'Nurs'..."
06188.sfm,0x45F8,64,,"ハズレ！！
ちがうと思わせといて実はドクター
なんてことはないわよ","Wrong!!
No, it's not secretly 'Doctor'
after making you think otherwise."
06188.sfm,0x4639,17,,"ブブ～！！
あるわ","Bzzt!!
There is one."
06188.sfm,0x464B,28,,次のうち髪の毛がないのは誰？,Which of these has no hair?
06188.sfm,0x4668,10,,コングマン,Kongman
06188.sfm,0x4673,8,,ジョニー,Johnny
06188.sfm,0x467C,8,,フォッグ,Fog
06188.sfm,0x4691,48,,"正解！！
でも実はそってるだけかも
しれないけどね","Correct!!
Though he might just be
shaving it, who knows."
06188.sfm,0x46C2,29,,"ブブ～！！
ちゃんとはえてるわ","Bzzt!!
He's got a full head of it."
06188.sfm,0x46E0,25,,"ブッブ～！！
怒られるわよ","Bzzt!!
He'll get mad at you."
06188.sfm,0x46FA,21,,"ハズレ！！
ふさふさよ","Wrong!!
He's got a lush head of hair."
06188.sfm,0x4710,33,,"ハズレ！！
まだしっかりはえてるわ","Wrong!!
He's still got plenty."
06188.sfm,0x4732,85,,"不正解！！
････だとおもうわ
もしかしたら仮面の下は、なんてことも
あるかもしれないけど","Wrong!!
...I think.
Though who knows what's
under that mask."
06188.sfm,0x4788,21,,"ハズレ！！
つんつんよ","Wrong!!
It's all spiky."
06188.sfm,0x479E,19,,"ブブ～！！
ハズレよ","Bzzt!!
Wrong."
06188.sfm,0x47B2,54,,"文字通り世界をまたにかけて
現れる謎の三人組
なんの翼？","The mysterious trio that literally
shows up all over the world.
The Wings of what?"
06188.sfm,0x47E9,8,,漆黒の翼,Jet-Black Wings
06188.sfm,0x47F2,8,,闇黒の翼,Pitch-Dark Wings
06188.sfm,0x47FB,8,,疾風の翼,Gale Wings
06188.sfm,0x4804,8,,堕天の翼,Fallen Wings
06188.sfm,0x480D,50,,"正解！！
あんまり漆黒って感じは
しない人達だけどね","Correct!!
Though they don't really give
off a jet-black vibe."
06188.sfm,0x4840,19,,"ハズレ！！
近いかも","Wrong!!
Close, maybe."
06188.sfm,0x4854,43,,"ブブ～！！
そんなすばやそうな名前じゃないわ","Bzzt!!
It's not a name that sounds that fast."
06188.sfm,0x4880,31,,"ブッブ～！！
ちょっと違う感じね","Bzzt!!
Not quite."
06188.sfm,0x48A0,43,,"シリーズに結構でてくるねこにん
モデルは何？","The Ninja Cats show up a lot in
the series. What are they based on?"
06188.sfm,0x48CC,4,,ねこ,Cat
06188.sfm,0x48D1,4,,いぬ,Dog
06188.sfm,0x48D6,6,,ねずみ,Mouse
06188.sfm,0x48DD,6,,うさぎ,Rabbit
06188.sfm,0x48E4,4,,しか,Deer
06188.sfm,0x48E9,8,,いのしし,Boar
